# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-10-10 18:37:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01073500 LAMPREY RIVER NEAR NEWMARKET, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01073500
#            TS   parameter     statistic     Description
#         63999       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	63999_00060_00003	63999_00060_00003_cd
USGS	01073500	2005-12-16	352	A
USGS	01073500	2005-12-17	510	A:e
USGS	01073500	2005-12-18	540	A:e
USGS	01073500	2005-12-19	490	A:e
USGS	01073500	2005-12-20	450	A:e
USGS	01073500	2005-12-21	398	A
USGS	01073500	2005-12-22	347	A
USGS	01073500	2005-12-23	328	A
USGS	01073500	2005-12-24	329	A
USGS	01073500	2005-12-25	344	A
USGS	01073500	2005-12-26	728	A
USGS	01073500	2005-12-27	1120	A
USGS	01073500	2005-12-28	1500	A:e
USGS	01073500	2005-12-29	1550	A
USGS	01073500	2005-12-30	1400	A
USGS	01073500	2005-12-31	1280	A
USGS	01073500	2006-01-01	1140	A
USGS	01073500	2006-01-02	923	A
USGS	01073500	2006-01-03	762	A
USGS	01073500	2006-01-04	640	A
USGS	01073500	2006-01-05	592	A
USGS	01073500	2006-01-06	546	A
USGS	01073500	2006-01-07	493	A
USGS	01073500	2006-01-08	460	A:e
USGS	01073500	2006-01-09	440	A:e
USGS	01073500	2006-01-10	420	A:e
USGS	01073500	2006-01-11	400	A
USGS	01073500	2006-01-12	566	A
USGS	01073500	2006-01-13	673	A
USGS	01073500	2006-01-14	777	A
USGS	01073500	2006-01-15	946	A
USGS	01073500	2006-01-16	930	A:e
USGS	01073500	2006-01-17	1170	A
USGS	01073500	2006-01-18	925	A
USGS	01073500	2006-01-19	1030	A
USGS	01073500	2006-01-20	1070	A
USGS	01073500	2006-01-21	977	A
USGS	01073500	2006-01-22	796	A
USGS	01073500	2006-01-23	680	A
USGS	01073500	2006-01-24	625	A:e
USGS	01073500	2006-01-25	587	A
USGS	01073500	2006-01-26	551	A
USGS	01073500	2006-01-27	450	A:e
USGS	01073500	2006-01-28	436	A
USGS	01073500	2006-01-29	439	A
USGS	01073500	2006-01-30	576	A
USGS	01073500	2006-01-31	599	A
USGS	01073500	2006-02-01	564	A
USGS	01073500	2006-02-02	510	A
USGS	01073500	2006-02-03	591	A
USGS	01073500	2006-02-04	873	A
USGS	01073500	2006-02-05	1280	A
USGS	01073500	2006-02-06	1520	A
USGS	01073500	2006-02-07	1440	A
USGS	01073500	2006-02-08	1080	A
USGS	01073500	2006-02-09	838	A
USGS	01073500	2006-02-10	700	A:e
USGS	01073500	2006-02-11	540	A:e
USGS	01073500	2006-02-12	425	A:e
USGS	01073500	2006-02-13	420	A:e
USGS	01073500	2006-02-14	440	A:e
USGS	01073500	2006-02-15	436	A
USGS	01073500	2006-02-16	423	A
USGS	01073500	2006-02-17	433	A
USGS	01073500	2006-02-18	426	A
USGS	01073500	2006-02-19	320	A:e
USGS	01073500	2006-02-20	350	A
USGS	01073500	2006-02-21	318	A
USGS	01073500	2006-02-22	286	A
USGS	01073500	2006-02-23	248	A
USGS	01073500	2006-02-24	231	A
USGS	01073500	2006-02-25	200	A
USGS	01073500	2006-02-26	187	A
USGS	01073500	2006-02-27	175	A
USGS	01073500	2006-02-28	183	A
USGS	01073500	2006-03-01	180	A
USGS	01073500	2006-03-02	173	A
USGS	01073500	2006-03-03	166	A
USGS	01073500	2006-03-04	155	A
USGS	01073500	2006-03-05	156	A
USGS	01073500	2006-03-06	154	A
USGS	01073500	2006-03-07	152	A
USGS	01073500	2006-03-08	151	A
USGS	01073500	2006-03-09	149	A
USGS	01073500	2006-03-10	157	A
USGS	01073500	2006-03-11	196	A
USGS	01073500	2006-03-12	213	A
USGS	01073500	2006-03-13	229	A
USGS	01073500	2006-03-14	407	A
USGS	01073500	2006-03-15	522	A
USGS	01073500	2006-03-16	510	A
USGS	01073500	2006-03-17	397	A
USGS	01073500	2006-03-18	308	A
USGS	01073500	2006-03-19	259	A
USGS	01073500	2006-03-20	227	A
USGS	01073500	2006-03-21	205	A
USGS	01073500	2006-03-22	194	A
USGS	01073500	2006-03-23	186	A
USGS	01073500	2006-03-24	182	A
USGS	01073500	2006-03-25	173	A
USGS	01073500	2006-03-26	168	A
USGS	01073500	2006-03-27	161	A
USGS	01073500	2006-03-28	154	A
USGS	01073500	2006-03-29	150	A
USGS	01073500	2006-03-30	143	A
USGS	01073500	2006-03-31	137	A
USGS	01073500	2006-04-01	136	A
USGS	01073500	2006-04-02	142	A
USGS	01073500	2006-04-03	139	A
USGS	01073500	2006-04-04	319	A
USGS	01073500	2006-04-05	562	A
USGS	01073500	2006-04-06	658	A
USGS	01073500	2006-04-07	588	A
USGS	01073500	2006-04-08	478	A
USGS	01073500	2006-04-09	392	A
USGS	01073500	2006-04-10	344	A
USGS	01073500	2006-04-11	318	A
USGS	01073500	2006-04-12	262	A
USGS	01073500	2006-04-13	237	A
USGS	01073500	2006-04-14	184	A
USGS	01073500	2006-04-15	201	A
USGS	01073500	2006-04-16	185	A
USGS	01073500	2006-04-17	166	A
USGS	01073500	2006-04-18	154	A
USGS	01073500	2006-04-19	145	A
USGS	01073500	2006-04-20	135	A
USGS	01073500	2006-04-21	125	A
USGS	01073500	2006-04-22	111	A
USGS	01073500	2006-04-23	113	A
USGS	01073500	2006-04-24	205	A
USGS	01073500	2006-04-25	273	A
USGS	01073500	2006-04-26	273	A
USGS	01073500	2006-04-27	231	A
USGS	01073500	2006-04-28	183	A
USGS	01073500	2006-04-29	154	A
USGS	01073500	2006-04-30	141	A
USGS	01073500	2006-05-01	129	A
USGS	01073500	2006-05-02	188	A
USGS	01073500	2006-05-03	530	A
USGS	01073500	2006-05-04	641	A
USGS	01073500	2006-05-05	586	A
USGS	01073500	2006-05-06	455	A
USGS	01073500	2006-05-07	342	A
USGS	01073500	2006-05-08	275	A
USGS	01073500	2006-05-09	242	A
USGS	01073500	2006-05-10	330	A
USGS	01073500	2006-05-11	340	A
USGS	01073500	2006-05-12	347	A
USGS	01073500	2006-05-13	1010	A
USGS	01073500	2006-05-14	3840	A
USGS	01073500	2006-05-15	7600	A:e
USGS	01073500	2006-05-16	8400	A:e
USGS	01073500	2006-05-17	6240	A:e
USGS	01073500	2006-05-18	3940	A
USGS	01073500	2006-05-19	2500	A:e
USGS	01073500	2006-05-20	1840	A
USGS	01073500	2006-05-21	1400	A
USGS	01073500	2006-05-22	1150	A
USGS	01073500	2006-05-23	931	A
USGS	01073500	2006-05-24	748	A
USGS	01073500	2006-05-25	612	A
USGS	01073500	2006-05-26	504	A
USGS	01073500	2006-05-27	425	A
USGS	01073500	2006-05-28	376	A
USGS	01073500	2006-05-29	326	A
USGS	01073500	2006-05-30	292	A
USGS	01073500	2006-05-31	255	A
USGS	01073500	2006-06-01	203	A
USGS	01073500	2006-06-02	773	A
USGS	01073500	2006-06-03	1090	A
USGS	01073500	2006-06-04	1920	A
USGS	01073500	2006-06-05	2170	A
USGS	01073500	2006-06-06	1770	A
USGS	01073500	2006-06-07	1310	A
USGS	01073500	2006-06-08	1990	A
USGS	01073500	2006-06-09	2250	A
USGS	01073500	2006-06-10	2370	A
USGS	01073500	2006-06-11	2590	A
USGS	01073500	2006-06-12	2420	A
USGS	01073500	2006-06-13	1670	A
USGS	01073500	2006-06-14	1020	A
USGS	01073500	2006-06-15	769	A
USGS	01073500	2006-06-16	622	A
USGS	01073500	2006-06-17	508	A
USGS	01073500	2006-06-18	408	A
USGS	01073500	2006-06-19	337	A
USGS	01073500	2006-06-20	231	A
USGS	01073500	2006-06-21	245	A
USGS	01073500	2006-06-22	220	A
USGS	01073500	2006-06-23	248	A
USGS	01073500	2006-06-24	393	A
USGS	01073500	2006-06-25	357	A
USGS	01073500	2006-06-26	357	A
USGS	01073500	2006-06-27	330	A
USGS	01073500	2006-06-28	286	A
USGS	01073500	2006-06-29	274	A
USGS	01073500	2006-06-30	275	A
USGS	01073500	2006-07-01	249	A
USGS	01073500	2006-07-02	210	A
USGS	01073500	2006-07-03	177	A
USGS	01073500	2006-07-04	152	A
USGS	01073500	2006-07-05	135	A
USGS	01073500	2006-07-06	112	A
USGS	01073500	2006-07-07	104	A
USGS	01073500	2006-07-08	93.8	A
USGS	01073500	2006-07-09	78.8	A
USGS	01073500	2006-07-10	70.2	A
USGS	01073500	2006-07-11	84.6	A
USGS	01073500	2006-07-12	157	A
USGS	01073500	2006-07-13	372	A
USGS	01073500	2006-07-14	429	A
USGS	01073500	2006-07-15	376	A
USGS	01073500	2006-07-16	276	A
USGS	01073500	2006-07-17	204	A
USGS	01073500	2006-07-18	160	A
USGS	01073500	2006-07-19	125	A
USGS	01073500	2006-07-20	100	A
USGS	01073500	2006-07-21	87.7	A
USGS	01073500	2006-07-22	133	A
USGS	01073500	2006-07-23	360	A
USGS	01073500	2006-07-24	449	A
USGS	01073500	2006-07-25	362	A
USGS	01073500	2006-07-26	264	A
USGS	01073500	2006-07-27	200	A
USGS	01073500	2006-07-28	164	A
USGS	01073500	2006-07-29	235	A
USGS	01073500	2006-07-30	183	A
USGS	01073500	2006-07-31	136	A
USGS	01073500	2006-08-01	111	A
USGS	01073500	2006-08-02	95.3	A
USGS	01073500	2006-08-03	89.1	A
USGS	01073500	2006-08-04	114	A
USGS	01073500	2006-08-05	173	A
USGS	01073500	2006-08-06	161	A
USGS	01073500	2006-08-07	131	A
USGS	01073500	2006-08-08	109	A
USGS	01073500	2006-08-09	91.5	A
USGS	01073500	2006-08-10	79.4	A
USGS	01073500	2006-08-11	69.2	A
USGS	01073500	2006-08-12	59.9	A
USGS	01073500	2006-08-13	52.3	A
USGS	01073500	2006-08-14	46.9	A
USGS	01073500	2006-08-15	45.0	A
USGS	01073500	2006-08-16	44.5	A
USGS	01073500	2006-08-17	42.0	A
USGS	01073500	2006-08-18	39.4	A
USGS	01073500	2006-08-19	36.8	A
USGS	01073500	2006-08-20	310	A
USGS	01073500	2006-08-21	556	A
USGS	01073500	2006-08-22	492	A
USGS	01073500	2006-08-23	334	A
USGS	01073500	2006-08-24	232	A
USGS	01073500	2006-08-25	177	A
USGS	01073500	2006-08-26	149	A
USGS	01073500	2006-08-27	126	A
USGS	01073500	2006-08-28	140	A
USGS	01073500	2006-08-29	148	A
USGS	01073500	2006-08-30	150	A
USGS	01073500	2006-08-31	130	A
USGS	01073500	2006-09-01	109	A
USGS	01073500	2006-09-02	92.6	A
USGS	01073500	2006-09-03	92.7	A
USGS	01073500	2006-09-04	123	A
USGS	01073500	2006-09-05	129	A
USGS	01073500	2006-09-06	126	A
USGS	01073500	2006-09-07	114	A
USGS	01073500	2006-09-08	99.6	A
USGS	01073500	2006-09-09	89.7	A
USGS	01073500	2006-09-10	78.6	A
USGS	01073500	2006-09-11	68.1	A
USGS	01073500	2006-09-12	58.3	A
USGS	01073500	2006-09-13	51.8	A
USGS	01073500	2006-09-14	48.7	A
USGS	01073500	2006-09-15	54.2	A
USGS	01073500	2006-09-16	55.1	A
USGS	01073500	2006-09-17	51.7	A
USGS	01073500	2006-09-18	49.6	A
USGS	01073500	2006-09-19	46.7	A
USGS	01073500	2006-09-20	72.5	A
USGS	01073500	2006-09-21	67.0	A
USGS	01073500	2006-09-22	57.8	A
USGS	01073500	2006-09-23	56.4	A
USGS	01073500	2006-09-24	64.2	A
USGS	01073500	2006-09-25	66.4	A
USGS	01073500	2006-09-26	63.8	A
USGS	01073500	2006-09-27	57.3	A
USGS	01073500	2006-09-28	51.0	A
USGS	01073500	2006-09-29	47.5	A
USGS	01073500	2006-09-30	45.4	A
USGS	01073500	2006-10-01	49.1	A
USGS	01073500	2006-10-02	79.3	A
USGS	01073500	2006-10-03	103	A
USGS	01073500	2006-10-04	103	A
USGS	01073500	2006-10-05	90.0	A
USGS	01073500	2006-10-06	82.5	A
USGS	01073500	2006-10-07	71.5	A
USGS	01073500	2006-10-08	64.2	A
USGS	01073500	2006-10-09	58.5	A
USGS	01073500	2006-10-10	53.7	A
USGS	01073500	2006-10-11	106	A
USGS	01073500	2006-10-12	631	A
USGS	01073500	2006-10-13	823	A
USGS	01073500	2006-10-14	859	A
USGS	01073500	2006-10-15	690	A
USGS	01073500	2006-10-16	472	A
USGS	01073500	2006-10-17	356	A
USGS	01073500	2006-10-18	345	A
USGS	01073500	2006-10-19	349	A
USGS	01073500	2006-10-20	414	A
USGS	01073500	2006-10-21	512	A
USGS	01073500	2006-10-22	482	A
USGS	01073500	2006-10-23	468	A
USGS	01073500	2006-10-24	426	A
USGS	01073500	2006-10-25	373	A
USGS	01073500	2006-10-26	316	A
USGS	01073500	2006-10-27	331	A
USGS	01073500	2006-10-28	526	A
USGS	01073500	2006-10-29	1130	A
USGS	01073500	2006-10-30	1420	A
USGS	01073500	2006-10-31	1200	A
USGS	01073500	2006-11-01	850	A
USGS	01073500	2006-11-02	691	A
USGS	01073500	2006-11-03	638	A
USGS	01073500	2006-11-04	570	A
USGS	01073500	2006-11-05	505	A
USGS	01073500	2006-11-06	443	A
USGS	01073500	2006-11-07	424	A
USGS	01073500	2006-11-08	456	A
USGS	01073500	2006-11-09	1050	A
USGS	01073500	2006-11-10	1290	A
USGS	01073500	2006-11-11	1310	A
USGS	01073500	2006-11-12	1000	A
USGS	01073500	2006-11-13	929	A
USGS	01073500	2006-11-14	1360	A
USGS	01073500	2006-11-15	1670	A
USGS	01073500	2006-11-16	1550	A
USGS	01073500	2006-11-17	1720	A
USGS	01073500	2006-11-18	1890	A
USGS	01073500	2006-11-19	1700	A
USGS	01073500	2006-11-20	1300	A
USGS	01073500	2006-11-21	1020	A
USGS	01073500	2006-11-22	848	A
USGS	01073500	2006-11-23	747	A
USGS	01073500	2006-11-24	722	A
USGS	01073500	2006-11-25	680	A
USGS	01073500	2006-11-26	626	A
USGS	01073500	2006-11-27	571	A
USGS	01073500	2006-11-28	528	A
USGS	01073500	2006-11-29	494	A
USGS	01073500	2006-11-30	470	A
USGS	01073500	2006-12-01	503	A
USGS	01073500	2006-12-02	805	A
USGS	01073500	2006-12-03	831	A
USGS	01073500	2006-12-04	777	A
USGS	01073500	2006-12-05	637	A
USGS	01073500	2006-12-06	537	A
USGS	01073500	2006-12-07	486	A
USGS	01073500	2006-12-08	454	A
USGS	01073500	2006-12-09	423	A
USGS	01073500	2006-12-10	402	A
USGS	01073500	2006-12-11	385	A
USGS	01073500	2006-12-12	368	A
USGS	01073500	2006-12-13	352	A
USGS	01073500	2006-12-14	340	A
USGS	01073500	2006-12-15	325	A
USGS	01073500	2006-12-16	315	A
USGS	01073500	2006-12-17	301	A
USGS	01073500	2006-12-18	287	A
USGS	01073500	2006-12-19	272	A
USGS	01073500	2006-12-20	258	A
USGS	01073500	2006-12-21	247	A
USGS	01073500	2006-12-22	240	A
USGS	01073500	2006-12-23	383	A
USGS	01073500	2006-12-24	553	A
USGS	01073500	2006-12-25	577	A
USGS	01073500	2006-12-26	630	A
USGS	01073500	2006-12-27	645	A
USGS	01073500	2006-12-28	613	A
USGS	01073500	2006-12-29	528	A
USGS	01073500	2006-12-30	440	A
USGS	01073500	2006-12-31	394	A
USGS	01073500	2007-01-01	421	A
USGS	01073500	2007-01-02	569	A
USGS	01073500	2007-01-03	600	A
USGS	01073500	2007-01-04	569	A
USGS	01073500	2007-01-05	506	A
USGS	01073500	2007-01-06	538	A
USGS	01073500	2007-01-07	629	A
USGS	01073500	2007-01-08	815	A
USGS	01073500	2007-01-09	1020	A
USGS	01073500	2007-01-10	1030	A
USGS	01073500	2007-01-11	876	A
USGS	01073500	2007-01-12	705	A
USGS	01073500	2007-01-13	612	A
USGS	01073500	2007-01-14	564	A
USGS	01073500	2007-01-15	541	A
USGS	01073500	2007-01-16	523	A
USGS	01073500	2007-01-17	440	A:e
USGS	01073500	2007-01-18	420	A:e
USGS	01073500	2007-01-19	425	A
USGS	01073500	2007-01-20	381	A
USGS	01073500	2007-01-21	321	A
USGS	01073500	2007-01-22	321	A
USGS	01073500	2007-01-23	298	A
USGS	01073500	2007-01-24	273	A
USGS	01073500	2007-01-25	249	A
USGS	01073500	2007-01-26	189	A
USGS	01073500	2007-01-27	182	A
USGS	01073500	2007-01-28	190	A
USGS	01073500	2007-01-29	187	A
USGS	01073500	2007-01-30	167	A
USGS	01073500	2007-01-31	156	A
USGS	01073500	2007-02-01	141	A
USGS	01073500	2007-02-02	130	A
USGS	01073500	2007-02-03	130	A
USGS	01073500	2007-02-04	135	A:e
USGS	01073500	2007-02-05	125	A:e
USGS	01073500	2007-02-06	120	A:e
USGS	01073500	2007-02-07	114	A
USGS	01073500	2007-02-08	108	A
USGS	01073500	2007-02-09	104	A
USGS	01073500	2007-02-10	99.4	A
USGS	01073500	2007-02-11	97.0	A
USGS	01073500	2007-02-12	94.0	A
USGS	01073500	2007-02-13	86.9	A
USGS	01073500	2007-02-14	80.8	A
USGS	01073500	2007-02-15	81.3	A
USGS	01073500	2007-02-16	88.0	A
USGS	01073500	2007-02-17	93.6	A
USGS	01073500	2007-02-18	93.6	A
USGS	01073500	2007-02-19	90.0	A
USGS	01073500	2007-02-20	87.6	A
USGS	01073500	2007-02-21	87.8	A
USGS	01073500	2007-02-22	87.5	A
USGS	01073500	2007-02-23	87.6	A
USGS	01073500	2007-02-24	86.3	A
USGS	01073500	2007-02-25	85.2	A
USGS	01073500	2007-02-26	85.4	A
USGS	01073500	2007-02-27	86.2	A
USGS	01073500	2007-02-28	88.5	A
USGS	01073500	2007-03-01	88.7	A
USGS	01073500	2007-03-02	107	A
USGS	01073500	2007-03-03	196	A
USGS	01073500	2007-03-04	249	A
USGS	01073500	2007-03-05	262	A
USGS	01073500	2007-03-06	239	A
USGS	01073500	2007-03-07	191	A
USGS	01073500	2007-03-08	156	A
USGS	01073500	2007-03-09	128	A
USGS	01073500	2007-03-10	116	A
USGS	01073500	2007-03-11	191	A
USGS	01073500	2007-03-12	280	A
USGS	01073500	2007-03-13	333	A
USGS	01073500	2007-03-14	437	A
USGS	01073500	2007-03-15	610	A
USGS	01073500	2007-03-16	657	A
USGS	01073500	2007-03-17	536	A
USGS	01073500	2007-03-18	461	A
USGS	01073500	2007-03-19	407	A
USGS	01073500	2007-03-20	366	A
USGS	01073500	2007-03-21	330	A
USGS	01073500	2007-03-22	345	A
USGS	01073500	2007-03-23	543	A
USGS	01073500	2007-03-24	705	A
USGS	01073500	2007-03-25	798	A
USGS	01073500	2007-03-26	784	A
USGS	01073500	2007-03-27	771	A
USGS	01073500	2007-03-28	779	A
USGS	01073500	2007-03-29	748	A
USGS	01073500	2007-03-30	673	A
USGS	01073500	2007-03-31	589	A
USGS	01073500	2007-04-01	524	A
USGS	01073500	2007-04-02	531	A
USGS	01073500	2007-04-03	577	A
USGS	01073500	2007-04-04	588	A
USGS	01073500	2007-04-05	556	A
USGS	01073500	2007-04-06	583	A
USGS	01073500	2007-04-07	568	A
USGS	01073500	2007-04-08	530	A
USGS	01073500	2007-04-09	488	A
USGS	01073500	2007-04-10	469	A
USGS	01073500	2007-04-11	444	A
USGS	01073500	2007-04-12	448	A
USGS	01073500	2007-04-13	613	A
USGS	01073500	2007-04-14	720	A
USGS	01073500	2007-04-15	783	A
USGS	01073500	2007-04-16	3680	A
USGS	01073500	2007-04-17	7410	A:e
USGS	01073500	2007-04-18	7590	A:e
USGS	01073500	2007-04-19	4830	A:e
USGS	01073500	2007-04-20	2760	A:e
USGS	01073500	2007-04-21	1720	A
USGS	01073500	2007-04-22	1230	A
USGS	01073500	2007-04-23	970	A
USGS	01073500	2007-04-24	710	A
USGS	01073500	2007-04-25	523	A
USGS	01073500	2007-04-26	457	A
USGS	01073500	2007-04-27	476	A
USGS	01073500	2007-04-28	581	A
USGS	01073500	2007-04-29	588	A
USGS	01073500	2007-04-30	593	A
USGS	01073500	2007-05-01	598	A
USGS	01073500	2007-05-02	551	A
USGS	01073500	2007-05-03	477	A
USGS	01073500	2007-05-04	402	A
USGS	01073500	2007-05-05	345	A
USGS	01073500	2007-05-06	304	A
USGS	01073500	2007-05-07	277	A
USGS	01073500	2007-05-08	258	A
USGS	01073500	2007-05-09	239	A
USGS	01073500	2007-05-10	222	A
USGS	01073500	2007-05-11	210	A:e
USGS	01073500	2007-05-12	315	A:e
USGS	01073500	2007-05-13	340	A:e
USGS	01073500	2007-05-14	280	A:e
USGS	01073500	2007-05-15	234	A
USGS	01073500	2007-05-16	246	A
USGS	01073500	2007-05-17	472	A
USGS	01073500	2007-05-18	576	A
USGS	01073500	2007-05-19	810	A
USGS	01073500	2007-05-20	852	A
USGS	01073500	2007-05-21	916	A
USGS	01073500	2007-05-22	912	A
USGS	01073500	2007-05-23	751	A
USGS	01073500	2007-05-24	551	A
USGS	01073500	2007-05-25	431	A
USGS	01073500	2007-05-26	353	A
USGS	01073500	2007-05-27	290	A
USGS	01073500	2007-05-28	262	A
USGS	01073500	2007-05-29	244	A
USGS	01073500	2007-05-30	218	A
USGS	01073500	2007-05-31	149	A
USGS	01073500	2007-06-01	186	A
USGS	01073500	2007-06-02	200	A
USGS	01073500	2007-06-03	217	A
USGS	01073500	2007-06-04	349	A
USGS	01073500	2007-06-05	999	A
USGS	01073500	2007-06-06	1910	A
USGS	01073500	2007-06-07	1680	A
USGS	01073500	2007-06-08	1180	A
USGS	01073500	2007-06-09	799	A
USGS	01073500	2007-06-10	670	A
USGS	01073500	2007-06-11	586	A
USGS	01073500	2007-06-12	499	A
USGS	01073500	2007-06-13	404	A
USGS	01073500	2007-06-14	345	A
USGS	01073500	2007-06-15	308	A
USGS	01073500	2007-06-16	265	A
USGS	01073500	2007-06-17	232	A
USGS	01073500	2007-06-18	207	A
USGS	01073500	2007-06-19	186	A
USGS	01073500	2007-06-20	158	A
USGS	01073500	2007-06-21	140	A
USGS	01073500	2007-06-22	122	A
USGS	01073500	2007-06-23	109	A
USGS	01073500	2007-06-24	98.8	A
USGS	01073500	2007-06-25	89.3	A
USGS	01073500	2007-06-26	80.3	A
USGS	01073500	2007-06-27	70.9	A
USGS	01073500	2007-06-28	63.0	A
USGS	01073500	2007-06-29	57.0	A
USGS	01073500	2007-06-30	53.5	A
USGS	01073500	2007-07-01	48.3	A
USGS	01073500	2007-07-02	42.6	A
USGS	01073500	2007-07-03	38.8	A
USGS	01073500	2007-07-04	36.4	A
USGS	01073500	2007-07-05	44.6	A
USGS	01073500	2007-07-06	50.9	A
USGS	01073500	2007-07-07	47.7	A
USGS	01073500	2007-07-08	44.6	A
USGS	01073500	2007-07-09	46.7	A
USGS	01073500	2007-07-10	136	A
USGS	01073500	2007-07-11	148	A
USGS	01073500	2007-07-12	148	A
USGS	01073500	2007-07-13	116	A
USGS	01073500	2007-07-14	88.6	A
USGS	01073500	2007-07-15	72.9	A
USGS	01073500	2007-07-16	82.9	A
USGS	01073500	2007-07-17	98.2	A
USGS	01073500	2007-07-18	95.6	A
USGS	01073500	2007-07-19	98.8	A
USGS	01073500	2007-07-20	185	A
USGS	01073500	2007-07-21	212	A
USGS	01073500	2007-07-22	177	A
USGS	01073500	2007-07-23	131	A
USGS	01073500	2007-07-24	105	A
USGS	01073500	2007-07-25	87.4	A
USGS	01073500	2007-07-26	71.9	A
USGS	01073500	2007-07-27	60.4	A
USGS	01073500	2007-07-28	62.4	A
USGS	01073500	2007-07-29	56.0	A
USGS	01073500	2007-07-30	47.1	A
USGS	01073500	2007-07-31	60.3	A
USGS	01073500	2007-08-01	53.9	A
USGS	01073500	2007-08-02	44.1	A
USGS	01073500	2007-08-03	38.1	A
USGS	01073500	2007-08-04	33.0	A
USGS	01073500	2007-08-05	28.4	A
USGS	01073500	2007-08-06	26.7	A
USGS	01073500	2007-08-07	28.1	A
USGS	01073500	2007-08-08	29.3	A
USGS	01073500	2007-08-09	31.1	A
USGS	01073500	2007-08-10	33.1	A
USGS	01073500	2007-08-11	31.8	A
USGS	01073500	2007-08-12	29.0	A
USGS	01073500	2007-08-13	26.5	A
USGS	01073500	2007-08-14	27.5	A
USGS	01073500	2007-08-15	25.6	A
USGS	01073500	2007-08-16	23.3	A
USGS	01073500	2007-08-17	27.8	A
USGS	01073500	2007-08-18	23.4	A
USGS	01073500	2007-08-19	21.7	A
USGS	01073500	2007-08-20	18.9	A
USGS	01073500	2007-08-21	16.2	A
USGS	01073500	2007-08-22	14.3	A
USGS	01073500	2007-08-23	13.4	A
USGS	01073500	2007-08-24	13.2	A
USGS	01073500	2007-08-25	12.9	A
USGS	01073500	2007-08-26	12.1	A
USGS	01073500	2007-08-27	11.1	A
USGS	01073500	2007-08-28	10.1	A
USGS	01073500	2007-08-29	8.94	A
USGS	01073500	2007-08-30	8.41	A
USGS	01073500	2007-08-31	7.93	A
USGS	01073500	2007-09-01	7.47	A
USGS	01073500	2007-09-02	7.09	A
USGS	01073500	2007-09-03	6.59	A
USGS	01073500	2007-09-04	8.01	A
USGS	01073500	2007-09-05	11.0	A
USGS	01073500	2007-09-06	9.20	A
USGS	01073500	2007-09-07	8.13	A
USGS	01073500	2007-09-08	7.17	A
USGS	01073500	2007-09-09	7.73	A
USGS	01073500	2007-09-10	8.65	A
USGS	01073500	2007-09-11	17.6	A
USGS	01073500	2007-09-12	44.8	A
USGS	01073500	2007-09-13	38.3	A
USGS	01073500	2007-09-14	34.5	A
USGS	01073500	2007-09-15	28.8	A
USGS	01073500	2007-09-16	24.7	A
USGS	01073500	2007-09-17	22.1	A
USGS	01073500	2007-09-18	19.6	A
USGS	01073500	2007-09-19	17.3	A
USGS	01073500	2007-09-20	15.6	A
USGS	01073500	2007-09-21	14.6	A
USGS	01073500	2007-09-22	13.6	A
USGS	01073500	2007-09-23	12.3	A
USGS	01073500	2007-09-24	10.8	A
USGS	01073500	2007-09-25	9.95	A
USGS	01073500	2007-09-26	8.69	A
USGS	01073500	2007-09-27	7.59	A
USGS	01073500	2007-09-28	9.14	A
USGS	01073500	2007-09-29	7.89	A
USGS	01073500	2007-09-30	11.1	A
USGS	01073500	2007-10-01	14.4	A
USGS	01073500	2007-10-02	11.4	A
USGS	01073500	2007-10-03	11.1	A
USGS	01073500	2007-10-04	11.2	A
USGS	01073500	2007-10-05	9.55	A
USGS	01073500	2007-10-06	11.6	A
USGS	01073500	2007-10-07	18.4	A
USGS	01073500	2007-10-08	15.7	A
USGS	01073500	2007-10-09	18.9	A
USGS	01073500	2007-10-10	98.4	A
USGS	01073500	2007-10-11	147	A
USGS	01073500	2007-10-12	168	A
USGS	01073500	2007-10-13	150	A
USGS	01073500	2007-10-14	117	A
USGS	01073500	2007-10-15	94.1	A
USGS	01073500	2007-10-16	78.4	A
USGS	01073500	2007-10-17	65.6	A
USGS	01073500	2007-10-18	102	A
USGS	01073500	2007-10-19	143	A
USGS	01073500	2007-10-20	157	A
USGS	01073500	2007-10-21	136	A
USGS	01073500	2007-10-22	114	A
USGS	01073500	2007-10-23	95.3	A
USGS	01073500	2007-10-24	78.9	A
USGS	01073500	2007-10-25	105	A
USGS	01073500	2007-10-26	149	A
USGS	01073500	2007-10-27	143	A
USGS	01073500	2007-10-28	149	A
USGS	01073500	2007-10-29	139	A
